job_id,title,role_category,seniority,company,company_tier,industry,location,remote_type,is_remote,salary_min,salary_max,salary_midpoint,skills,num_skills_required,yoe_min,yoe_max,education_required,visa_sponsorship,benefits,description_snippet,source,date_posted,days_since_posted,growth_trend,company_size_tier,scraped_at
9130c2e9-bc5,Senior Data Scientist,Data Scientist,Senior,Microsoft,FAANG+,Logistics/Supply Chain,"San Francisco, CA",Hybrid,False,,,300000,SQL|GCP|scikit-learn|Statistics|Jupyter|A/B Testing|R|Python,8,6,8,Master's Preferred,Yes,Mental Health Benefits|Learning Budget|Free Meals|Gym Membership|Stock Options / RSUs|Parental Leave|Unlimited PTO,"We are looking for a Senior Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, GCP, scikit-learn, Statistics, Jupyter, A/B Testing. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-02-27,23,stable,FAANG+,2026-03-22T19:50:30
9dc2acfc-c73,Senior Data Analyst,Data Analyst,Senior,MetricStack,Startup,InsurTech,"New York, NY",Hybrid,False,,,175000,SQL|Excel|Tableau|Power BI|dbt|Python,6,6,7,Bachelor's Degree,Yes,Parental Leave|Health Insurance|Free Meals,"We are looking for a Senior Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, Excel, Tableau, Power BI, dbt, Python. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-02-23,27,stable,Startup,2026-03-22T19:50:30
32655d36-6b5,Data Scientist,Data Scientist,Mid Level,StreamBase,Startup,Healthcare/BioTech,"San Francisco, CA",Hybrid,False,203000,257000,215000,SQL|GCP|scikit-learn|Statistics|Git|A/B Testing|R|Python,8,3,4,Bachelor's Degree,Yes,Health Insurance|Parental Leave|Unlimited PTO|Remote Work Stipend|401k Match|Learning Budget,"We are looking for a Mid Level Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, GCP, scikit-learn, Statistics, Git, A/B Testing. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-02-18,32,stable,Startup,2026-03-22T19:50:30
aebc0997-690,Entry Level Business Intelligence Developer,Business Intelligence Developer,Entry Level,Walmart,Enterprise,Cybersecurity,"Denver, CO",Remote,True,,,70000,Excel|Power BI|DAX|Git|Data Modeling,5,2,4,Master's Preferred,Yes,Mental Health Benefits|Learning Budget|Unlimited PTO|Parental Leave|Stock Options / RSUs,"We are looking for a Entry Level Business Intelligence Developer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Excel, Power BI, DAX, Git, Data Modeling. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-01-01,80,declining,Enterprise,2026-03-22T19:50:30
a4a0fb45-29a,Senior Data Analyst,Data Analyst,Senior,Meta,FAANG+,InsurTech,"Los Angeles, CA",Hybrid,False,206000,281000,235000,Looker|SQL|Excel|Tableau|Redshift|Power BI|BigQuery|Python,8,5,7,Bachelor's Degree,Yes,Free Meals|Health Insurance|Gym Membership,"We are looking for a Senior Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, SQL, Excel, Tableau, Redshift, Power BI. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-02-17,33,stable,FAANG+,2026-03-22T19:50:30
fd8f5aea-dfe,Staff/Lead Data Scientist,Data Scientist,Staff/Lead,Airbyte,Scale-up,E-commerce,"San Francisco, CA",On-site,False,,,310000,Snowflake|scikit-learn|A/B Testing|R,4,8,11,Bachelor's Degree,Possible,Remote Work Stipend|Gym Membership|Health Insurance|Parental Leave,"We are looking for a Staff/Lead Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Snowflake, scikit-learn, A/B Testing, R. This is a On-site position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-03-16,6,stable,Scale-up,2026-03-22T19:50:30
455dec92-2d1,Entry Level AI/LLM Engineer,AI/LLM Engineer,Entry Level,Mistral,Scale-up,AdTech/MarTech,"Los Angeles, CA",On-site,False,,,235000,PyTorch|Vector Databases|OpenAI API|Git|Python,5,2,4,Bachelor's Degree,No,Free Meals|Stock Options / RSUs|Health Insurance|Unlimited PTO|Gym Membership|Mental Health Benefits,"We are looking for a Entry Level AI/LLM Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in PyTorch, Vector Databases, OpenAI API, Git, Python. This is a On-site position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-03-10,12,explosive,Scale-up,2026-03-22T19:50:30
b45651f0-d4a,Analytics Engineer,Analytics Engineer,Mid Level,DataMesh Labs,Startup,EdTech,"New York, NY",Remote,True,,,155000,Git|Looker|dbt|Data Modeling,4,2,3,Bachelor's Degree,Possible,Gym Membership|Unlimited PTO|401k Match|Health Insurance|Mental Health Benefits|Learning Budget|Parental Leave,"We are looking for a Mid Level Analytics Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Git, Looker, dbt, Data Modeling. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-03-08,14,high,Startup,2026-03-22T19:50:30
8fd1f76c-c5c,Senior Data Scientist,Data Scientist,Senior,Airbyte,Scale-up,AdTech/MarTech,"San Francisco, CA",Remote,True,,,405000,SQL|scikit-learn|Statistics|Snowflake|Databricks|A/B Testing|R|Python,8,6,8,No Degree Required,No,Unlimited PTO|Free Meals|Health Insurance|Parental Leave|401k Match|Learning Budget,"We are looking for a Senior Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, scikit-learn, Statistics, Snowflake, Databricks, A/B Testing. This is a Remote position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-03-21,1,stable,Scale-up,2026-03-22T19:50:30
033041da-5ba,Senior Machine Learning Engineer,Machine Learning Engineer,Senior,CVS,Enterprise,Healthcare/BioTech,"Boston, MA",Remote,True,249000,314000,290000,MLflow|PyTorch|TensorFlow|Azure ML|scikit-learn|Kubernetes|Databricks|Ray,8,6,7,No Degree Required,Possible,Free Meals|Health Insurance|Remote Work Stipend|Parental Leave|Stock Options / RSUs,"We are looking for a Senior Machine Learning Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in MLflow, PyTorch, TensorFlow, Azure ML, scikit-learn, Kubernetes. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-02-22,28,very_high,Enterprise,2026-03-22T19:50:30
e2078f56-e7c,Entry Level Machine Learning Engineer,Machine Learning Engineer,Entry Level,New Relic,Mid-market,AI/ML Platform,"Austin, TX",Remote,True,119000,152000,135000,Weights & Biases|Docker|MLflow|PyTorch|TensorFlow|scikit-learn|Kubernetes|Databricks|Python,9,0,2,Bachelor's Degree,No,Parental Leave|Mental Health Benefits|Free Meals,"We are looking for a Entry Level Machine Learning Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Weights & Biases, Docker, MLflow, PyTorch, TensorFlow, scikit-learn. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-03-18,4,very_high,Mid-market,2026-03-22T19:50:30
7d9414a0-342,Senior Data Engineer,Data Engineer,Senior,Scale AI,Scale-up,AdTech/MarTech,"San Francisco, CA",On-site,False,238000,290000,270000,AWS|Docker|Airflow|Spark|Snowflake|Databricks|Kafka|dbt|Python,9,8,9,Master's Preferred,No,Learning Budget|Health Insurance|Remote Work Stipend|Gym Membership|Unlimited PTO|401k Match|Free Meals,"We are looking for a Senior Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS, Docker, Airflow, Spark, Snowflake, Databricks. This is a On-site position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-02-27,23,high,Scale-up,2026-03-22T19:50:30
f2aadc0f-4c8,Senior Data Platform Engineer,Data Platform Engineer,Senior,Citigroup,Enterprise,InsurTech,"San Francisco, CA",Remote,True,,,210000,Terraform|SQL|Spark|Kubernetes|Helm,5,6,8,Bachelor's Degree,No,Gym Membership|Mental Health Benefits|Remote Work Stipend|Free Meals|Unlimited PTO,"We are looking for a Senior Data Platform Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Terraform, SQL, Spark, Kubernetes, Helm. This is a Remote position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-03-07,15,high,Enterprise,2026-03-22T19:50:30
58d2a902-765,Senior Data Analyst,Data Analyst,Senior,Microsoft,FAANG+,Healthcare/BioTech,"Seattle, WA",Hybrid,False,214000,280000,245000,SQL|Excel|Redshift|Power BI|Snowflake|dbt|Python,7,7,10,Master's Preferred,Yes,Mental Health Benefits|Learning Budget|401k Match|Free Meals|Health Insurance|Remote Work Stipend|Gym Membership,"We are looking for a Senior Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, Excel, Redshift, Power BI, Snowflake, dbt. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-02-16,34,stable,FAANG+,2026-03-22T19:50:30
d1ffc3e8-8ec,Data Engineer,Data Engineer,Mid Level,UnitedHealth,Enterprise,FinTech,"Los Angeles, CA",Remote,True,,,130000,AWS|Airflow|Git|Kafka|dbt|Python,6,4,7,Bachelor's Degree,No,Free Meals|Mental Health Benefits|Remote Work Stipend,"We are looking for a Mid Level Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS, Airflow, Git, Kafka, dbt, Python. This is a Remote position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2025-09-25,178,high,Enterprise,2026-03-22T19:50:30
03c96ea7-2a2,Analytics Engineer,Analytics Engineer,Mid Level,Airbyte,Scale-up,Gaming,"Seattle, WA",Hybrid,False,,,170000,SQL|Data Modeling|Snowflake|Python,4,4,5,Bachelor's Degree,No,Learning Budget|Remote Work Stipend|Health Insurance|Parental Leave|Unlimited PTO|Gym Membership,"We are looking for a Mid Level Analytics Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, Data Modeling, Snowflake, Python. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-01-12,69,high,Scale-up,2026-03-22T19:50:30
56f83e64-379,Data Analyst,Data Analyst,Mid Level,Microsoft,FAANG+,Logistics/Supply Chain,"Seattle, WA",Hybrid,False,154000,192000,165000,SQL|Snowflake|Tableau|Power BI|Google Sheets|BigQuery|Git,7,5,8,Bachelor's Degree,No,Stock Options / RSUs|Gym Membership|Remote Work Stipend,"We are looking for a Mid Level Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, Snowflake, Tableau, Power BI, Google Sheets, BigQuery. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-03-12,10,stable,FAANG+,2026-03-22T19:50:30
c67f159b-fa6,Senior Data Analyst,Data Analyst,Senior,UnitedHealth,Enterprise,FinTech,"Seattle, WA",Remote,True,,,120000,Looker|SQL|Excel|Tableau|Redshift|Power BI|BigQuery|Git|dbt|Python,10,8,11,PhD Preferred,No,Health Insurance|Gym Membership|Stock Options / RSUs|Unlimited PTO|Parental Leave|Free Meals,"We are looking for a Senior Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, SQL, Excel, Tableau, Redshift, Power BI. This is a Remote position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-02-13,37,stable,Enterprise,2026-03-22T19:50:30
18343331-b54,Entry Level Data Scientist,Data Scientist,Entry Level,Databricks,Scale-up,SaaS/Cloud,"Denver, CO",Hybrid,False,,,110000,SQL|scikit-learn|Statistics|Snowflake|A/B Testing|R|Python,7,2,4,Master's Preferred,Yes,Learning Budget|Gym Membership|Remote Work Stipend|Mental Health Benefits|Free Meals|Health Insurance,"We are looking for a Entry Level Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, scikit-learn, Statistics, Snowflake, A/B Testing, R. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Company Website,2025-12-25,87,stable,Scale-up,2026-03-22T19:50:30
1a6fcdac-c84,Entry Level Data Scientist,Data Scientist,Entry Level,DataMesh Labs,Startup,AI/ML Platform,"Chicago, IL",Hybrid,False,,,100000,Airflow|A/B Testing|R|Statistics,4,2,4,PhD Preferred,Yes,Remote Work Stipend|Unlimited PTO|Stock Options / RSUs,"We are looking for a Entry Level Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Airflow, A/B Testing, R, Statistics. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-01-12,69,stable,Startup,2026-03-22T19:50:30
77fabee1-7eb,Senior Data Scientist,Data Scientist,Senior,Walmart,Enterprise,AI/ML Platform,"Chicago, IL",Hybrid,False,,,190000,SQL|scikit-learn|Statistics|Jupyter|Snowflake|A/B Testing|R|Python,8,6,7,Master's Preferred,Possible,Health Insurance|Remote Work Stipend|Gym Membership|Mental Health Benefits,"We are looking for a Senior Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, scikit-learn, Statistics, Jupyter, Snowflake, A/B Testing. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-02-06,44,stable,Enterprise,2026-03-22T19:50:30
16add3ac-15a,Senior Data Platform Engineer,Data Platform Engineer,Senior,Anthropic,FAANG+,SaaS/Cloud,"Boston, MA",On-site,False,,,430000,AWS|Terraform|SQL|Spark|Kubernetes|Kafka|Python,7,6,9,No Degree Required,No,Health Insurance|401k Match|Unlimited PTO|Parental Leave|Learning Budget|Free Meals,"We are looking for a Senior Data Platform Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS, Terraform, SQL, Spark, Kubernetes, Kafka. This is a On-site position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-03-11,11,high,FAANG+,2026-03-22T19:50:30
700d7ec2-440,Principal Machine Learning Engineer,Machine Learning Engineer,Principal,dbt Labs,Scale-up,AI/ML Platform,"San Francisco, CA",On-site,False,659000,879000,760000,AWS SageMaker|Docker|MLflow|PyTorch|GCP Vertex AI|Kubernetes|Git,7,16,19,No Degree Required,Yes,Stock Options / RSUs|Mental Health Benefits|Parental Leave|Remote Work Stipend|Free Meals,"We are looking for a Principal Machine Learning Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS SageMaker, Docker, MLflow, PyTorch, GCP Vertex AI, Kubernetes. This is a On-site position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-03-17,5,very_high,Scale-up,2026-03-22T19:50:30
21332701-4a9,Entry Level Data Engineer,Data Engineer,Entry Level,Anthropic,FAANG+,SaaS/Cloud,"San Francisco, CA",Remote,True,,,225000,SQL|Airflow|Spark|Databricks|Kafka|dbt,6,1,2,No Degree Required,No,Learning Budget|Health Insurance|401k Match|Gym Membership,"We are looking for a Entry Level Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, Airflow, Spark, Databricks, Kafka, dbt. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-01-23,58,high,FAANG+,2026-03-22T19:50:30
05c5a282-e01,Principal Data Analyst,Data Analyst,Principal,Oracle,Enterprise,AI/ML Platform,"Washington, DC",Remote,True,217000,273000,255000,Looker|Excel|Power BI|Google Sheets|Snowflake|dbt,6,19,21,Bachelor's Degree,No,Remote Work Stipend|Mental Health Benefits|Free Meals,"We are looking for a Principal Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, Excel, Power BI, Google Sheets, Snowflake, dbt. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-03-17,5,stable,Enterprise,2026-03-22T19:50:30
d3917f1d-9b5,Data Engineer,Data Engineer,Mid Level,VectorSearch Co,Startup,Media/Streaming,"New York, NY",Hybrid,False,169000,197000,180000,Azure|SQL|Airflow|GCP|Spark|Git|Snowflake|Kafka|Python,9,3,6,Master's Preferred,No,Remote Work Stipend|Parental Leave|Learning Budget|Gym Membership|Health Insurance|Free Meals,"We are looking for a Mid Level Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Azure, SQL, Airflow, GCP, Spark, Git. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-01-09,72,high,Startup,2026-03-22T19:50:30
4786a964-d1e,Data Platform Engineer,Data Platform Engineer,Mid Level,Databricks,Scale-up,FinTech,"Chicago, IL",Remote,True,223000,277000,240000,Terraform|SQL|GCP|Spark|Prometheus|Kubernetes|Databricks|Kafka|Python,9,5,8,Bachelor's Degree,No,Remote Work Stipend|401k Match|Stock Options / RSUs|Mental Health Benefits,"We are looking for a Mid Level Data Platform Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Terraform, SQL, GCP, Spark, Prometheus, Kubernetes. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-03-18,4,high,Scale-up,2026-03-22T19:50:30
2b78b626-226,Entry Level Data Platform Engineer,Data Platform Engineer,Entry Level,McKinsey,Enterprise,SaaS/Cloud,"Washington, DC",Remote,True,,,105000,Terraform|SQL|Spark|Kubernetes|Databricks|Kafka|Helm|Python,8,1,2,No Degree Required,No,Unlimited PTO|Gym Membership|Mental Health Benefits|Free Meals,"We are looking for a Entry Level Data Platform Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Terraform, SQL, Spark, Kubernetes, Databricks, Kafka. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Indeed,2025-12-17,95,high,Enterprise,2026-03-22T19:50:30
a06dc0f9-0af,Staff/Lead Business Intelligence Developer,Business Intelligence Developer,Staff/Lead,Stripe,Scale-up,E-commerce,"Boston, MA",Hybrid,False,,,215000,Python|SQL|Excel|Snowflake|Tableau|Power BI|BigQuery|Data Modeling,8,12,13,Bachelor's Degree,No,Gym Membership|401k Match|Free Meals|Health Insurance|Remote Work Stipend|Learning Budget|Stock Options / RSUs,"We are looking for a Staff/Lead Business Intelligence Developer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Python, SQL, Excel, Snowflake, Tableau, Power BI. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-02-23,27,declining,Scale-up,2026-03-22T19:50:30
b5239b79-572,Entry Level Data Engineer,Data Engineer,Entry Level,DataMesh Labs,Startup,FinTech,"New York, NY",On-site,False,85000,105000,90000,Docker|Terraform|SQL|Airflow|GCP|Spark|Kafka|Python,8,2,4,No Degree Required,Yes,Unlimited PTO|Stock Options / RSUs|Remote Work Stipend|401k Match|Gym Membership|Parental Leave|Health Insurance,"We are looking for a Entry Level Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Docker, Terraform, SQL, Airflow, GCP, Spark. This is a On-site position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-03-18,4,high,Startup,2026-03-22T19:50:30
33c7abde-cf3,Entry Level Data Scientist,Data Scientist,Entry Level,UnitedHealth,Enterprise,Media/Streaming,"Chicago, IL",Remote,True,78000,98000,85000,AWS|SQL|Airflow|scikit-learn|Statistics|A/B Testing|R|Python,8,0,1,No Degree Required,No,Free Meals|Parental Leave|401k Match|Health Insurance|Mental Health Benefits|Stock Options / RSUs|Gym Membership,"We are looking for a Entry Level Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS, SQL, Airflow, scikit-learn, Statistics, A/B Testing. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-01-01,80,stable,Enterprise,2026-03-22T19:50:30
207e2b2d-33f,Principal Analytics Engineer,Analytics Engineer,Principal,IBM,Enterprise,FinTech,"Washington, DC",Hybrid,False,200000,256000,225000,SQL|Snowflake|Databricks|Git|dbt|Data Modeling,6,17,20,No Degree Required,No,401k Match|Gym Membership|Health Insurance,"We are looking for a Principal Analytics Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, Snowflake, Databricks, Git, dbt, Data Modeling. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-02-22,28,high,Enterprise,2026-03-22T19:50:30
e9a87654-80b,Data Analyst,Data Analyst,Mid Level,Zendesk,Mid-market,EdTech,"Chicago, IL",Remote,True,71000,90000,80000,SQL|Git|Looker|Python,4,5,8,Master's Preferred,Yes,Unlimited PTO|Gym Membership|Remote Work Stipend|Parental Leave|Free Meals|Health Insurance,"We are looking for a Mid Level Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, Git, Looker, Python. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-03-08,14,stable,Mid-market,2026-03-22T19:50:30
54b92334-3db,Data Analyst,Data Analyst,Mid Level,Splunk,Mid-market,E-commerce,"San Francisco, CA",Hybrid,False,,,95000,Looker|Tableau|Redshift|Git|Python,5,4,5,Bachelor's Degree,No,Unlimited PTO|401k Match|Health Insurance,"We are looking for a Mid Level Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, Tableau, Redshift, Git, Python. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-03-19,3,stable,Mid-market,2026-03-22T19:50:30
397b8019-535,Senior Data Engineer,Data Engineer,Senior,Deloitte,Enterprise,SaaS/Cloud,"San Francisco, CA",Hybrid,False,242000,290000,255000,SQL|Airflow|GCP|Spark|Kubernetes|Databricks|Kafka|dbt,8,9,10,Bachelor's Degree,No,Unlimited PTO|Parental Leave|Learning Budget,"We are looking for a Senior Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, Airflow, GCP, Spark, Kubernetes, Databricks. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-03-11,11,high,Enterprise,2026-03-22T19:50:30
ef2db55a-493,Staff/Lead Business Intelligence Developer,Business Intelligence Developer,Staff/Lead,Okta,Mid-market,FinTech,"New York, NY",On-site,False,191000,253000,215000,Python|Looker|SQL|Excel|BigQuery|DAX|Git|Data Modeling,8,7,9,PhD Preferred,Yes,Stock Options / RSUs|Remote Work Stipend|Free Meals|Learning Budget,"We are looking for a Staff/Lead Business Intelligence Developer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Python, Looker, SQL, Excel, BigQuery, DAX. This is a On-site position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-01-27,54,declining,Mid-market,2026-03-22T19:50:30
a32d2dc1-38f,Senior AI/LLM Engineer,AI/LLM Engineer,Senior,Citigroup,Enterprise,Healthcare/BioTech,"Seattle, WA",Hybrid,False,269000,351000,295000,PyTorch|GCP|LangChain|RAG|Vector Databases|OpenAI API|Python,7,5,7,Bachelor's Degree,No,Free Meals|Learning Budget|Stock Options / RSUs|Health Insurance,"We are looking for a Senior AI/LLM Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in PyTorch, GCP, LangChain, RAG, Vector Databases, OpenAI API. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-03-21,1,explosive,Enterprise,2026-03-22T19:50:30
1724dc6c-834,Entry Level Data Analyst,Data Analyst,Entry Level,Stripe,Scale-up,EdTech,"San Francisco, CA",Hybrid,False,123000,138000,130000,Looker|SQL|Excel|Tableau|Power BI|dbt|Python,7,2,3,Bachelor's Degree,No,Learning Budget|Mental Health Benefits|Gym Membership|Stock Options / RSUs|401k Match|Parental Leave,"We are looking for a Entry Level Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, SQL, Excel, Tableau, Power BI, dbt. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-03-04,18,stable,Scale-up,2026-03-22T19:50:30
5a8d3ca2-4df,Senior Business Intelligence Developer,Business Intelligence Developer,Senior,Walmart,Enterprise,AdTech/MarTech,"New York, NY",Remote,True,158000,205000,175000,Looker|Excel|Snowflake|Tableau|Redshift|Power BI|DAX|Git|Data Modeling,9,6,8,Master's Preferred,Yes,Health Insurance|Gym Membership|Parental Leave|Unlimited PTO|Remote Work Stipend|Learning Budget|Stock Options / RSUs,"We are looking for a Senior Business Intelligence Developer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, Excel, Snowflake, Tableau, Redshift, Power BI. This is a Remote position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-03-14,8,declining,Enterprise,2026-03-22T19:50:30
2436a680-14c,Senior Analytics Engineer,Analytics Engineer,Senior,MetricStack,Startup,Logistics/Supply Chain,"Atlanta, GA",On-site,False,,,140000,Python|Looker|SQL|Tableau|Snowflake|dbt|Data Modeling,7,5,8,Master's Preferred,Possible,Free Meals|Parental Leave|Unlimited PTO|Stock Options / RSUs|Health Insurance,"We are looking for a Senior Analytics Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Python, Looker, SQL, Tableau, Snowflake, dbt. This is a On-site position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-03-17,5,high,Startup,2026-03-22T19:50:30
969964df-6cc,Entry Level Data Analyst,Data Analyst,Entry Level,Apple,FAANG+,AdTech/MarTech,"San Francisco, CA",Remote,True,100000,132000,115000,Looker|Excel|Tableau|BigQuery|Git|dbt,6,0,3,PhD Preferred,Yes,Unlimited PTO|Parental Leave|Mental Health Benefits,"We are looking for a Entry Level Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, Excel, Tableau, BigQuery, Git, dbt. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-02-23,27,stable,FAANG+,2026-03-22T19:50:30
37b0dcd1-6bc,Senior Machine Learning Engineer,Machine Learning Engineer,Senior,MetricStack,Startup,Media/Streaming,"New York, NY",On-site,False,,,195000,Weights & Biases|MLflow|PyTorch|TensorFlow|scikit-learn|Kubernetes|Python,7,5,8,Master's Preferred,No,Mental Health Benefits|Free Meals|Unlimited PTO|Gym Membership|401k Match|Health Insurance|Parental Leave,"We are looking for a Senior Machine Learning Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Weights & Biases, MLflow, PyTorch, TensorFlow, scikit-learn, Kubernetes. This is a On-site position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-03-12,10,very_high,Startup,2026-03-22T19:50:30
