job_id,title,role_category,seniority,company,company_tier,industry,location,remote_type,is_remote,salary_min,salary_max,salary_midpoint,num_skills_required,yoe_min,yoe_max,education_required,visa_sponsorship,source,date_posted,days_since_posted,growth_trend,company_size_tier,year_month,week,salary_band,skills_list,num_skills,skills_clean,requires_python,requires_sql,requires_cloud,requires_llm,seniority_rank,salary_vs_median_pct,is_high_growth_role,is_fresh_posting,hiring_tier
691371ad-46b,Entry Level Data Scientist,Data Scientist,Entry Level,MetricStack,Startup,Media/Streaming,"Chicago, IL",Remote,True,70000.0,84000.0,75000.0,7,1,3,Bachelor's Degree,No,LinkedIn,2026-02-10,40,stable,Startup,2026-02,7,<$80k,"['B Testing', 'Scikit-Learn', 'Snowflake', 'Python', 'Aws', 'Git', 'Sql']",7,Aws|B Testing|Git|Python|Scikit-Learn|Snowflake|Sql,True,False,False,False,1,-60.5,False,False,Early Stage
494fbb5a-4a9,Senior Machine Learning Engineer,Machine Learning Engineer,Senior,dbt Labs,Scale-up,EdTech,"New York, NY",Hybrid,False,,,470000.0,7,6,8,Bachelor's Degree,No,Indeed,2026-03-19,3,very_high,Scale-up,2026-03,12,$280k+,"['Kubernetes', 'Scikit-Learn', 'Tensorflow', 'Python', 'Weights & Biases', 'PyTorch', 'Mlflow']",7,Kubernetes|Mlflow|PyTorch|Python|Scikit-Learn|Tensorflow|Weights & Biases,True,False,False,True,3,84.3,True,True,High Growth
046a3b66-2a0,Senior AI/LLM Engineer,AI/LLM Engineer,Senior,Weights & Biases,Scale-up,InsurTech,"Austin, TX",Remote,True,,,435000.0,10,9,10,Bachelor's Degree,No,Levels.fyi,2026-03-16,6,explosive,Scale-up,2026-03,12,$280k+,"['Openai Api', 'Weaviate', 'Vector Databases', 'LangChain', 'Git', 'Python', 'Pinecone', 'RAG', 'Aws', 'PyTorch']",10,Aws|Git|LangChain|Openai Api|Pinecone|PyTorch|Python|RAG|Vector Databases|Weaviate,True,False,False,True,3,50.0,True,True,High Growth
5663c64e-cc6,Senior Data Platform Engineer,Data Platform Engineer,Senior,Scale AI,Scale-up,InsurTech,"Denver, CO",On-site,False,226000.0,279000.0,245000.0,10,9,10,Bachelor's Degree,No,LinkedIn,2026-02-16,34,high,Scale-up,2026-02,8,$210-280k,"['Kubernetes', 'Terraform', 'Kafka', 'GCP', 'Prometheus', 'Python', 'Aws', 'Spark', 'Azure', 'Sql']",10,Aws|Azure|GCP|Kafka|Kubernetes|Prometheus|Python|Spark|Sql|Terraform,True,False,True,False,3,22.5,True,False,High Growth
ed2446c0-47b,Senior Data Analyst,Data Analyst,Senior,InsightHub,Startup,AI/ML Platform,"San Francisco, CA",Remote,True,,,175000.0,7,6,9,Master's Preferred,No,LinkedIn,2026-03-10,12,stable,Startup,2026-03,11,$170-210k,"['Power Bi', 'Excel', 'Tableau', 'Looker', 'Dbt', 'Python', 'Sql']",7,Dbt|Excel|Looker|Power Bi|Python|Sql|Tableau,True,False,False,False,3,45.8,False,False,Early Stage
36080b5f-c1d,Entry Level Data Scientist,Data Scientist,Entry Level,dbt Labs,Scale-up,Healthcare/BioTech,"Los Angeles, CA",Hybrid,False,,,120000.0,7,2,5,No Degree Required,No,Glassdoor,2026-03-06,16,stable,Scale-up,2026-03,10,$110-140k,"['Docker', 'B Testing', 'GCP', 'Scikit-Learn', 'Python', 'Databricks', 'Sql']",7,B Testing|Databricks|Docker|GCP|Python|Scikit-Learn|Sql,True,False,True,False,1,-36.8,False,False,High Growth
4651a7f3-f1b,Staff/Lead Data Scientist,Data Scientist,Staff/Lead,Airbyte,Scale-up,SaaS/Cloud,"San Francisco, CA",Hybrid,False,,,415000.0,10,8,11,Bachelor's Degree,No,Levels.fyi,2026-02-25,25,stable,Scale-up,2026-02,9,$280k+,"['Docker', 'B Testing', 'Git', 'Scikit-Learn', 'Statistics', 'Python', 'Aws', 'Databricks', 'Sql']",9,Aws|B Testing|Databricks|Docker|Git|Python|Scikit-Learn|Sql|Statistics,True,False,False,False,4,118.4,False,False,High Growth
93eb5aae-c00,Senior AI/LLM Engineer,AI/LLM Engineer,Senior,Anthropic,FAANG+,EdTech,"Washington, DC",Hybrid,False,,,300000.0,7,8,11,Bachelor's Degree,Yes,Glassdoor,2026-03-04,18,explosive,FAANG+,2026-03,10,$280k+,"['Vector Databases', 'LangChain', 'Python', 'RAG', 'Aws', 'PyTorch', 'Hugging Face']",7,Aws|Hugging Face|LangChain|PyTorch|Python|RAG|Vector Databases,True,False,False,True,3,3.4,True,False,Elite
d6a80683-348,Senior Machine Learning Engineer,Machine Learning Engineer,Senior,Elastic,Mid-market,Cybersecurity,"Miami, FL",Hybrid,False,,,195000.0,6,5,7,No Degree Required,Yes,Glassdoor,2026-02-06,44,very_high,Mid-market,2026-02,6,$170-210k,"['Git', 'Scikit-Learn', 'Tensorflow', 'Aws Sagemaker', 'PyTorch', 'Azure Ml']",6,Aws Sagemaker|Azure Ml|Git|PyTorch|Scikit-Learn|Tensorflow,False,False,False,True,3,-23.5,True,False,Stable
794cabf3-ce3,AI/LLM Engineer,AI/LLM Engineer,Mid Level,DeepMind,FAANG+,InsurTech,"New York, NY",Hybrid,False,342000.0,419000.0,385000.0,7,2,3,Bachelor's Degree,Yes,Company Website,2026-01-23,58,explosive,FAANG+,2026-01,4,$280k+,"['Openai Api', 'Vector Databases', 'LangChain', 'Python', 'RAG', 'Aws', 'PyTorch']",7,Aws|LangChain|Openai Api|PyTorch|Python|RAG|Vector Databases,True,False,False,True,2,32.8,True,False,Elite
1c33b9c2-930,Entry Level Machine Learning Engineer,Machine Learning Engineer,Entry Level,Deloitte,Enterprise,AdTech/MarTech,"New York, NY",Hybrid,False,172000.0,216000.0,200000.0,6,1,2,PhD Preferred,No,Glassdoor,2026-02-22,28,very_high,Enterprise,2026-02,8,$170-210k,"['Kubernetes', 'Scikit-Learn', 'Tensorflow', 'Ray', 'PyTorch', 'Mlflow']",6,Kubernetes|Mlflow|PyTorch|Ray|Scikit-Learn|Tensorflow,False,False,False,True,1,-21.6,True,False,Stable
10952152-779,Data Engineer,Data Engineer,Mid Level,StreamBase,Startup,EdTech,"Denver, CO",Hybrid,False,106000.0,130000.0,120000.0,7,4,6,Bachelor's Degree,Possible,Levels.fyi,2026-01-15,66,high,Startup,2026-01,3,$110-140k,"['Kafka', 'Snowflake', 'Dbt', 'Python', 'Spark', 'Git', 'Sql']",7,Dbt|Git|Kafka|Python|Snowflake|Spark|Sql,True,False,False,False,2,-33.3,True,False,Early Stage
3c79420c-02a,Machine Learning Engineer,Machine Learning Engineer,Mid Level,SAP,Enterprise,E-commerce,"New York, NY",Remote,True,221000.0,283000.0,240000.0,7,3,6,Master's Preferred,Possible,Glassdoor,2026-02-18,32,very_high,Enterprise,2026-02,8,$210-280k,"['Kubernetes', 'Scikit-Learn', 'Tensorflow', 'Aws Sagemaker', 'Python', 'PyTorch', 'Mlflow']",7,Aws Sagemaker|Kubernetes|Mlflow|PyTorch|Python|Scikit-Learn|Tensorflow,True,False,False,True,2,-5.9,True,False,Stable
e9c66afe-aa1,Staff/Lead Data Engineer,Data Engineer,Staff/Lead,UnitedHealth,Enterprise,Cybersecurity,"New York, NY",On-site,False,267000.0,348000.0,300000.0,7,10,12,Bachelor's Degree,No,LinkedIn,2026-03-19,3,high,Enterprise,2026-03,12,$280k+,"['Kubernetes', 'Terraform', 'Airflow', 'GCP', 'Spark', 'Azure', 'Sql']",7,Airflow|Azure|GCP|Kubernetes|Spark|Sql|Terraform,False,False,True,False,4,66.7,True,True,Stable
dc535238-e67,Analytics Engineer,Analytics Engineer,Mid Level,Goldman Sachs,Enterprise,Logistics/Supply Chain,"Washington, DC",Hybrid,False,103000.0,122000.0,115000.0,5,2,4,Master's Preferred,No,Indeed,2026-03-16,6,high,Enterprise,2026-03,12,$110-140k,"['Tableau', 'Data Modeling', 'Dbt', 'Databricks', 'Sql']",5,Data Modeling|Databricks|Dbt|Sql|Tableau,False,False,False,False,2,-28.1,True,True,Stable
3ba0bd84-392,Entry Level Data Analyst,Data Analyst,Entry Level,Walmart,Enterprise,Media/Streaming,"Los Angeles, CA",Hybrid,False,,,75000.0,7,2,3,Bachelor's Degree,No,Indeed,2026-03-09,13,stable,Enterprise,2026-03,11,<$80k,"['Power Bi', 'Excel', 'Tableau', 'Looker', 'Python', 'Git', 'Sql']",7,Excel|Git|Looker|Power Bi|Python|Sql|Tableau,True,False,False,False,1,-37.5,False,False,Stable
6ae22412-44a,Data Analyst,Data Analyst,Mid Level,Anthropic,FAANG+,FinTech,"New York, NY",Hybrid,False,,,160000.0,4,2,5,Bachelor's Degree,Yes,Levels.fyi,2026-03-18,4,stable,FAANG+,2026-03,12,$140-170k,"['Python', 'Redshift', 'Looker', 'Excel']",4,Excel|Looker|Python|Redshift,True,False,False,False,2,33.3,False,True,Elite
60ea13b8-d2c,Senior Machine Learning Engineer,Machine Learning Engineer,Senior,Walmart,Enterprise,AdTech/MarTech,"Los Angeles, CA",Remote,True,342000.0,400000.0,365000.0,6,6,8,Master's Preferred,No,Glassdoor,2026-03-13,9,very_high,Enterprise,2026-03,11,$280k+,"['Docker', 'Kubernetes', 'Scikit-Learn', 'Tensorflow', 'Aws Sagemaker', 'PyTorch']",6,Aws Sagemaker|Docker|Kubernetes|PyTorch|Scikit-Learn|Tensorflow,False,False,False,True,3,43.1,True,False,Stable
17084e3d-cc7,Entry Level Data Scientist,Data Scientist,Entry Level,UnitedHealth,Enterprise,AI/ML Platform,"Los Angeles, CA",Remote,True,,,120000.0,9,2,5,Bachelor's Degree,Yes,Glassdoor,2026-03-18,4,stable,Enterprise,2026-03,12,$110-140k,"['B Testing', 'Git', 'Scikit-Learn', 'Snowflake', 'Statistics', 'Python', 'Aws', 'Databricks']",8,Aws|B Testing|Databricks|Git|Python|Scikit-Learn|Snowflake|Statistics,True,False,False,False,1,-36.8,False,True,Stable
adf876fd-09c,Senior Analytics Engineer,Analytics Engineer,Senior,VectorSearch Co,Startup,SaaS/Cloud,"Seattle, WA",Remote,True,,,165000.0,7,7,10,No Degree Required,No,Company Website,2026-02-27,23,high,Startup,2026-02,9,$140-170k,"['Git', 'Airflow', 'Looker', 'Data Modeling', 'Redshift', 'Databricks', 'Sql']",7,Airflow|Data Modeling|Databricks|Git|Looker|Redshift|Sql,False,False,False,False,3,3.1,True,False,Early Stage
4aab0b9f-467,Data Scientist,Data Scientist,Mid Level,Hugging Face,Scale-up,Logistics/Supply Chain,"Seattle, WA",Remote,True,,,245000.0,6,3,6,Master's Preferred,Yes,Levels.fyi,2026-02-03,47,stable,Scale-up,2026-02,6,$210-280k,"['B Testing', 'Airflow', 'Scikit-Learn', 'Python', 'Databricks']",5,Airflow|B Testing|Databricks|Python|Scikit-Learn,True,False,False,False,2,28.9,False,False,High Growth
ba7c0a35-b02,Entry Level Data Platform Engineer,Data Platform Engineer,Entry Level,Google,FAANG+,SaaS/Cloud,"New York, NY",Hybrid,False,,,215000.0,4,1,3,No Degree Required,No,LinkedIn,2025-11-04,138,high,FAANG+,2025-11,45,$210-280k,"['Python', 'Terraform', 'Docker', 'Sql']",4,Docker|Python|Sql|Terraform,True,False,False,False,1,7.5,True,False,Elite
189a24f1-943,Principal Data Analyst,Data Analyst,Principal,HubSpot,Mid-market,Media/Streaming,"San Francisco, CA",On-site,False,287000.0,387000.0,335000.0,5,15,17,Bachelor's Degree,No,Glassdoor,2026-03-12,10,stable,Mid-market,2026-03,11,$280k+,"['Bigquery', 'Power Bi', 'Excel', 'Tableau', 'Python']",5,Bigquery|Excel|Power Bi|Python|Tableau,True,False,False,False,5,179.2,False,False,Stable
a805ff9b-22d,Entry Level Data Scientist,Data Scientist,Entry Level,StreamBase,Startup,Cybersecurity,"San Francisco, CA",Hybrid,False,,,130000.0,4,1,4,PhD Preferred,No,LinkedIn,2026-03-05,17,stable,Startup,2026-03,10,$110-140k,"['GCP', 'Scikit-Learn', 'Sql']",3,GCP|Scikit-Learn|Sql,False,False,True,False,1,-31.6,False,False,Early Stage
71055df9-44a,Data Platform Engineer,Data Platform Engineer,Mid Level,Twilio,Mid-market,Healthcare/BioTech,"Austin, TX",Remote,True,,,160000.0,8,3,6,Bachelor's Degree,Yes,Glassdoor,2026-03-12,10,high,Mid-market,2026-03,11,$140-170k,"['Docker', 'Kubernetes', 'Kafka', 'Git', 'Python', 'Spark', 'Azure', 'Databricks']",8,Azure|Databricks|Docker|Git|Kafka|Kubernetes|Python|Spark,True,False,True,False,2,-20.0,True,False,Stable
2d609935-b1a,Senior Data Analyst,Data Analyst,Senior,Scale AI,Scale-up,AI/ML Platform,"Boston, MA",Remote,True,139000.0,179000.0,150000.0,7,7,9,PhD Preferred,Yes,LinkedIn,2026-03-12,10,stable,Scale-up,2026-03,11,$140-170k,"['Bigquery', 'Power Bi', 'Looker', 'Dbt', 'Python', 'Git', 'Sql']",7,Bigquery|Dbt|Git|Looker|Power Bi|Python|Sql,True,False,False,False,3,25.0,False,False,High Growth
90e80532-ff7,Senior Data Platform Engineer,Data Platform Engineer,Senior,IBM,Enterprise,InsurTech,"Washington, DC",Hybrid,False,,,175000.0,7,9,10,Master's Preferred,No,Company Website,2026-02-11,39,high,Enterprise,2026-02,7,$170-210k,"['Kubernetes', 'Terraform', 'GCP', 'Python', 'Aws', 'Spark', 'Git']",7,Aws|GCP|Git|Kubernetes|Python|Spark|Terraform,True,False,True,False,3,-12.5,True,False,Stable
cd8b15a7-b0d,Data Platform Engineer,Data Platform Engineer,Mid Level,Anyscale,Scale-up,Logistics/Supply Chain,"Miami, FL",On-site,False,133000.0,158000.0,140000.0,7,2,3,Bachelor's Degree,No,Company Website,2026-03-01,21,high,Scale-up,2026-03,9,$110-140k,"['Docker', 'Terraform', 'Kafka', 'Databricks', 'Spark', 'Git', 'Sql']",7,Databricks|Docker|Git|Kafka|Spark|Sql|Terraform,False,False,False,False,2,-30.0,True,False,High Growth
10d4820e-67f,Machine Learning Engineer,Machine Learning Engineer,Mid Level,McKinsey,Enterprise,Logistics/Supply Chain,"Boston, MA",Hybrid,False,,,220000.0,5,2,4,No Degree Required,Yes,Glassdoor,2026-03-21,1,very_high,Enterprise,2026-03,12,$210-280k,"['Kubernetes', 'Tensorflow', 'Python', 'Gcp Vertex Ai', 'Azure Ml']",5,Azure Ml|Gcp Vertex Ai|Kubernetes|Python|Tensorflow,True,False,False,False,2,-13.7,True,True,Stable
ea478c5f-bd7,Principal Data Analyst,Data Analyst,Principal,Target,Enterprise,EdTech,"Atlanta, GA",Remote,True,136000.0,184000.0,155000.0,6,19,21,Master's Preferred,No,Company Website,2026-03-17,5,stable,Enterprise,2026-03,12,$140-170k,"['Excel', 'Looker', 'Snowflake', 'Redshift', 'Python', 'Google Sheets']",6,Excel|Google Sheets|Looker|Python|Redshift|Snowflake,True,False,False,False,5,29.2,False,True,Stable
fd72fa08-291,Senior Machine Learning Engineer,Machine Learning Engineer,Senior,Google,FAANG+,AI/ML Platform,"Los Angeles, CA",Remote,True,428000.0,491000.0,460000.0,6,5,8,Bachelor's Degree,No,Company Website,2026-03-05,17,very_high,FAANG+,2026-03,10,$280k+,"['Docker', 'Kubernetes', 'PyTorch', 'Ray', 'Git', 'Mlflow']",6,Docker|Git|Kubernetes|Mlflow|PyTorch|Ray,False,False,False,True,3,80.4,True,False,Elite
c29db822-e1c,Entry Level Data Engineer,Data Engineer,Entry Level,TechCorp AI,Startup,Gaming,"San Francisco, CA",Hybrid,False,129000.0,165000.0,145000.0,9,2,4,Bachelor's Degree,Yes,Glassdoor,2026-03-19,3,high,Startup,2026-03,12,$140-170k,"['Kubernetes', 'Terraform', 'Kafka', 'Airflow', 'Dbt', 'Python', 'Spark', 'Databricks', 'Sql']",9,Airflow|Databricks|Dbt|Kafka|Kubernetes|Python|Spark|Sql|Terraform,True,False,False,False,1,-19.4,True,True,Early Stage
5c03dce6-93f,Data Scientist,Data Scientist,Mid Level,Deloitte,Enterprise,FinTech,"Denver, CO",Remote,True,,,210000.0,6,4,5,No Degree Required,No,Company Website,2026-02-26,24,stable,Enterprise,2026-02,9,$170-210k,"['B Testing', 'Statistics', 'Sql', 'Aws', 'Git', 'Jupyter']",6,Aws|B Testing|Git|Jupyter|Sql|Statistics,False,False,False,False,2,10.5,False,False,Stable
f5b97e3c-6fe,Entry Level Data Analyst,Data Analyst,Entry Level,Anyscale,Scale-up,E-commerce,"San Francisco, CA",Hybrid,False,,,135000.0,7,1,2,Bachelor's Degree,No,Company Website,2026-02-18,32,stable,Scale-up,2026-02,8,$110-140k,"['Power Bi', 'Excel', 'Tableau', 'Looker', 'Python', 'Google Sheets', 'Sql']",7,Excel|Google Sheets|Looker|Power Bi|Python|Sql|Tableau,True,False,False,False,1,12.5,False,False,High Growth
d965ad4f-19f,Senior Data Analyst,Data Analyst,Senior,Cohere,Scale-up,Cybersecurity,"Chicago, IL",Remote,True,143000.0,175000.0,165000.0,8,7,10,Bachelor's Degree,No,Indeed,2026-03-09,13,stable,Scale-up,2026-03,11,$140-170k,"['Bigquery', 'Power Bi', 'Excel', 'Tableau', 'Looker', 'Redshift', 'Python', 'Sql']",8,Bigquery|Excel|Looker|Power Bi|Python|Redshift|Sql|Tableau,True,False,False,False,3,37.5,False,False,High Growth
1b4fbeb3-ff9,Entry Level Data Scientist,Data Scientist,Entry Level,Confluent,Scale-up,FinTech,"San Francisco, CA",Hybrid,False,96000.0,120000.0,110000.0,8,2,3,Bachelor's Degree,No,Glassdoor,2025-12-01,111,stable,Scale-up,2025-12,49,$80-110k,"['B Testing', 'Airflow', 'Statistics', 'Sql', 'Python', 'Git', 'Jupyter']",7,Airflow|B Testing|Git|Jupyter|Python|Sql|Statistics,True,False,False,False,1,-42.1,False,False,High Growth
c9c7b746-29c,Senior AI/LLM Engineer,AI/LLM Engineer,Senior,Anyscale,Scale-up,Gaming,"Denver, CO",Hybrid,False,367000.0,446000.0,400000.0,6,7,10,Bachelor's Degree,No,LinkedIn,2026-02-18,32,explosive,Scale-up,2026-02,8,$280k+,"['Docker', 'Openai Api', 'Vector Databases', 'LangChain', 'Python', 'PyTorch']",6,Docker|LangChain|Openai Api|PyTorch|Python|Vector Databases,True,False,False,True,3,37.9,True,False,High Growth
fe368e94-075,Entry Level Data Platform Engineer,Data Platform Engineer,Entry Level,McKinsey,Enterprise,Cybersecurity,"Chicago, IL",On-site,False,103000.0,129000.0,120000.0,7,2,5,Bachelor's Degree,No,Levels.fyi,2026-01-01,80,high,Enterprise,2026-01,1,$110-140k,"['Kubernetes', 'Terraform', 'Kafka', 'Python', 'Spark', 'Databricks', 'Sql']",7,Databricks|Kafka|Kubernetes|Python|Spark|Sql|Terraform,True,False,False,False,1,-40.0,True,False,Stable
c0141a7d-426,Senior Data Scientist,Data Scientist,Senior,Walmart,Enterprise,AI/ML Platform,"Chicago, IL",On-site,False,172000.0,228000.0,200000.0,6,6,9,Bachelor's Degree,Yes,Indeed,2026-03-20,2,stable,Enterprise,2026-03,12,$170-210k,"['B Testing', 'Scikit-Learn', 'Python', 'Databricks', 'Sql']",5,B Testing|Databricks|Python|Scikit-Learn|Sql,True,False,False,False,3,5.3,False,True,Stable
d9d5836a-677,Data Analyst,Data Analyst,Mid Level,PipelineOS,Startup,E-commerce,"Seattle, WA",On-site,False,,,115000.0,8,2,4,Bachelor's Degree,Yes,Levels.fyi,2026-02-16,34,stable,Startup,2026-02,8,$110-140k,"['Bigquery', 'Power Bi', 'Excel', 'Tableau', 'Snowflake', 'Dbt', 'Git', 'Sql']",8,Bigquery|Dbt|Excel|Git|Power Bi|Snowflake|Sql|Tableau,False,False,False,False,2,-4.2,False,False,Early Stage
e79e9634-197,Analytics Engineer,Analytics Engineer,Mid Level,StreamBase,Startup,Cybersecurity,"New York, NY",On-site,False,133000.0,179000.0,150000.0,7,2,4,No Degree Required,No,Levels.fyi,2026-03-20,2,high,Startup,2026-03,12,$140-170k,"['Tableau', 'Looker', 'Snowflake', 'Data Modeling', 'Dbt', 'Python', 'Git']",7,Data Modeling|Dbt|Git|Looker|Python|Snowflake|Tableau,True,False,False,False,2,-6.2,True,True,Early Stage
bb8ae629-56d,Business Intelligence Developer,Business Intelligence Developer,Mid Level,QueryCraft,Startup,EdTech,"Atlanta, GA",Remote,True,,,90000.0,6,4,6,Master's Preferred,No,LinkedIn,2026-02-18,32,declining,Startup,2026-02,8,$80-110k,"['Bigquery', 'Tableau', 'Looker', 'Snowflake', 'Data Modeling', 'Redshift']",6,Bigquery|Data Modeling|Looker|Redshift|Snowflake|Tableau,False,False,False,False,2,-35.7,False,False,Early Stage
e9d92659-eb3,Senior Machine Learning Engineer,Machine Learning Engineer,Senior,JPMorgan Chase,Enterprise,Gaming,"Chicago, IL",Remote,True,,,250000.0,4,7,8,No Degree Required,No,Indeed,2026-03-17,5,very_high,Enterprise,2026-03,12,$210-280k,"['Python', 'Gcp Vertex Ai', 'Scikit-Learn', 'PyTorch']",4,Gcp Vertex Ai|PyTorch|Python|Scikit-Learn,True,False,False,True,3,-2.0,True,True,Stable
a34c4fdf-09c,Senior Data Engineer,Data Engineer,Senior,Weights & Biases,Scale-up,FinTech,"Denver, CO",Remote,True,190000.0,234000.0,210000.0,8,6,7,No Degree Required,Yes,Levels.fyi,2026-03-22,0,high,Scale-up,2026-03,12,$170-210k,"['Kubernetes', 'Terraform', 'Kafka', 'GCP', 'Snowflake', 'Python', 'Spark', 'Sql']",8,GCP|Kafka|Kubernetes|Python|Snowflake|Spark|Sql|Terraform,True,False,True,False,3,16.7,True,True,High Growth
2953092d-b50,Senior Data Engineer,Data Engineer,Senior,Hugging Face,Scale-up,EdTech,"San Francisco, CA",On-site,False,260000.0,319000.0,285000.0,8,9,11,Master's Preferred,No,Glassdoor,2026-03-06,16,high,Scale-up,2026-03,10,$280k+,"['Git', 'Airflow', 'Python', 'Databricks', 'Aws', 'Spark', 'Azure', 'Sql']",8,Airflow|Aws|Azure|Databricks|Git|Python|Spark|Sql,True,False,True,False,3,58.3,True,False,High Growth
24243642-dfc,Entry Level Data Engineer,Data Engineer,Entry Level,VectorSearch Co,Startup,Cybersecurity,"Chicago, IL",Remote,True,,,105000.0,8,0,3,No Degree Required,Possible,LinkedIn,2026-03-22,0,high,Startup,2026-03,12,$80-110k,"['Kubernetes', 'Kafka', 'Airflow', 'Snowflake', 'Python', 'Aws', 'Spark', 'Sql']",8,Airflow|Aws|Kafka|Kubernetes|Python|Snowflake|Spark|Sql,True,False,False,False,1,-41.7,True,True,Early Stage
43486bb7-f3d,Entry Level Data Engineer,Data Engineer,Entry Level,InsightHub,Startup,Gaming,"New York, NY",Hybrid,False,,,120000.0,6,0,2,Bachelor's Degree,Yes,LinkedIn,2026-02-26,24,high,Startup,2026-02,9,$110-140k,"['Docker', 'Kafka', 'Airflow', 'Dbt', 'Python', 'Spark']",6,Airflow|Dbt|Docker|Kafka|Python|Spark,True,False,False,False,1,-33.3,True,False,Early Stage
b83b6770-f1d,Staff/Lead Data Platform Engineer,Data Platform Engineer,Staff/Lead,Weights & Biases,Scale-up,Healthcare/BioTech,"Atlanta, GA",Remote,True,214000.0,280000.0,235000.0,7,7,9,PhD Preferred,No,LinkedIn,2026-02-01,49,high,Scale-up,2026-02,5,$210-280k,"['Kubernetes', 'Kafka', 'Python', 'Aws', 'Spark', 'Helm', 'Sql']",7,Aws|Helm|Kafka|Kubernetes|Python|Spark|Sql,True,False,False,False,4,17.5,True,False,High Growth
c742083b-62e,Senior Data Engineer,Data Engineer,Senior,Scale AI,Scale-up,EdTech,"Seattle, WA",Remote,True,256000.0,289000.0,270000.0,10,9,12,Bachelor's Degree,No,Glassdoor,2026-02-19,31,high,Scale-up,2026-02,8,$210-280k,"['Docker', 'Terraform', 'Kafka', 'Airflow', 'Dbt', 'Python', 'Databricks', 'Spark', 'Azure', 'Sql']",10,Airflow|Azure|Databricks|Dbt|Docker|Kafka|Python|Spark|Sql|Terraform,True,False,True,False,3,50.0,True,False,High Growth
6d01a8d2-cac,Entry Level Data Analyst,Data Analyst,Entry Level,Airbyte,Scale-up,FinTech,"Los Angeles, CA",On-site,False,61000.0,75000.0,65000.0,7,0,3,Master's Preferred,No,Glassdoor,2026-01-17,64,stable,Scale-up,2026-01,3,<$80k,"['Bigquery', 'Power Bi', 'Excel', 'Dbt', 'Google Sheets', 'Git', 'Sql']",7,Bigquery|Dbt|Excel|Git|Google Sheets|Power Bi|Sql,False,False,False,False,1,-45.8,False,False,High Growth
1b11e94d-285,Senior Data Analyst,Data Analyst,Senior,JPMorgan Chase,Enterprise,Cybersecurity,"New York, NY",Remote,True,120000.0,158000.0,135000.0,6,7,9,Bachelor's Degree,Possible,Indeed,2026-03-22,0,stable,Enterprise,2026-03,12,$110-140k,"['Power Bi', 'Excel', 'Tableau', 'Snowflake', 'Python', 'Google Sheets']",6,Excel|Google Sheets|Power Bi|Python|Snowflake|Tableau,True,False,False,False,3,12.5,False,True,Stable
42aa0ffe-b99,Entry Level Data Engineer,Data Engineer,Entry Level,Monte Carlo,Scale-up,AdTech/MarTech,"Chicago, IL",Hybrid,False,102000.0,133000.0,115000.0,8,2,3,Bachelor's Degree,Yes,Levels.fyi,2025-12-27,85,high,Scale-up,2025-12,52,$110-140k,"['Kubernetes', 'Kafka', 'Airflow', 'Dbt', 'Python', 'Spark', 'Azure', 'Sql']",8,Airflow|Azure|Dbt|Kafka|Kubernetes|Python|Spark|Sql,True,False,True,False,1,-36.1,True,False,High Growth
3f058406-3be,Data Engineer,Data Engineer,Mid Level,CVS,Enterprise,AdTech/MarTech,"Seattle, WA",Remote,True,,,140000.0,8,4,5,Master's Preferred,No,Company Website,2026-02-26,24,high,Enterprise,2026-02,9,$110-140k,"['Kubernetes', 'Kafka', 'Airflow', 'GCP', 'Python', 'Spark', 'Git', 'Databricks']",8,Airflow|Databricks|GCP|Git|Kafka|Kubernetes|Python|Spark,True,False,True,False,2,-22.2,True,False,Stable
36011732-763,Data Platform Engineer,Data Platform Engineer,Mid Level,Accenture,Enterprise,SaaS/Cloud,"Austin, TX",Remote,True,141000.0,169000.0,160000.0,5,3,6,Master's Preferred,Yes,Indeed,2026-03-05,17,high,Enterprise,2026-03,10,$140-170k,"['Kubernetes', 'Terraform', 'Kafka', 'Aws', 'Git']",5,Aws|Git|Kafka|Kubernetes|Terraform,False,False,False,False,2,-20.0,True,False,Stable
5f63ac17-512,Machine Learning Engineer,Machine Learning Engineer,Mid Level,Amazon,FAANG+,AI/ML Platform,"Atlanta, GA",Hybrid,False,286000.0,358000.0,315000.0,8,5,8,Bachelor's Degree,No,LinkedIn,2026-01-12,69,very_high,FAANG+,2026-01,3,$280k+,"['Docker', 'Kubernetes', 'Scikit-Learn', 'Tensorflow', 'Databricks', 'Gcp Vertex Ai', 'Azure Ml', 'Mlflow']",8,Azure Ml|Databricks|Docker|Gcp Vertex Ai|Kubernetes|Mlflow|Scikit-Learn|Tensorflow,False,False,False,False,2,23.5,True,False,Elite
aa95cbae-e3e,Senior Data Scientist,Data Scientist,Senior,Anyscale,Scale-up,Gaming,"Boston, MA",On-site,False,278000.0,328000.0,295000.0,4,7,8,Bachelor's Degree,No,Glassdoor,2026-02-18,32,stable,Scale-up,2026-02,8,$280k+,"['Python', 'Statistics', 'B Testing', 'Aws']",4,Aws|B Testing|Python|Statistics,True,False,False,False,3,55.3,False,False,High Growth
